,LEMMA_PARENT,LEMMA_GRAND_PARENT,LEMMA_CHILD_1,LEMMA_CHILD_2,LEMMA_CHILD_3
38996,Universidade_Yale,comprovar,dar,,
38997,dar,aquele,,,
38998,dar,aquele,,,
38999,aquele,Universidade_Yale,que,nós,George_Bush
39000,George_Bush,dar,,,
39001,George_Bush,dar,,,
39002,dar,aquele,o,inesquecível,
39003,Universidade_Yale,comprovar,,,
39004,parecer,,que,Universidade_Yale,existência
39005,existência,comprovar,,,
39006,comprovar,parecer,o,de,
39007,existência,comprovar,superdegustador,,
39008,superdegustador,de,,,
39009,de,existência,«,»,","
39010,superdegustador,de,,,
39011,superdegustador,de,,,
39012,superdegustador,de,,,
39013,superdegustador,de,possuir,,
39014,possuir,pessoa,,,
39015,pessoa,superdegustador,que,número,
39016,número,possuir,,,
39017,possuir,pessoa,um,de,muito
39018,número,possuir,papila,,
39019,de,número,gustativo,,
39020,papila,de,,,
39021,número,possuir,além_de,,
39022,muito,número,normal,,
39023,normal,além_de,,,
39024,além_de,muito,o,,
39025,parecer,,,,
39026,trazer,,inglês,,
39027,em,trazer,,,
39028,trazer,,,,
39029,,,em,",",noção
39030,trazer,,sobre,,
39031,noção,trazer,cálculo,,
39032,sobre,noção,de,,
39033,cálculo,sobre,soma,,
39034,de,cálculo,",",subtração,","
39035,soma,de,,,
39036,soma,de,,,
39037,soma,de,,,
39038,soma,de,,,
39039,soma,de,,,
39040,soma,de,,,
39041,trazer,,,,
39042,,,US$,",",em
39043,custar,,49,,
39044,US$,custar,,,
39045,custar,,,,
39046,custar,,Brasoftware,,
39047,Brasoftware,em,,,
39048,em,custar,o,,
39049,custar,,,,
39050,jogar,,,,
39051,jogar,,,,
39052,jogar,,,,
39053,,,ele,só,não
39054,estar,jogar,,,
39055,estar,jogar,,,
39056,jogar,,porque,não,bem
39057,estar,jogar,,,
39058,jogar,,,,
39059,,,de,.,
39060,sair,,US$,por,
39061,de,sair,79,,
39062,US$,de,,,
39063,de,sair,US$,,
39064,por,de,49,,
39065,US$,por,,,
39066,sair,,,,
39067,,,com,.,
39068,contar,,recurso,,
39069,com,contar,de,",",mostrar
39070,recurso,com,figura,,
39071,de,recurso,e,som,
39072,figura,de,,,
39073,figura,de,,,
39074,recurso,com,,,
39075,mostrar,recurso,,,
39076,recurso,com,que,significado,
39077,significado,mostrar,,,
39078,mostrar,recurso,o,de,
39079,significado,mostrar,palavra,,
39080,palavra,de,,,
39081,de,significado,o,,
39082,contar,,,,
39083,,,US$,em,.
39084,custar,,45,,
39085,US$,custar,,,
39086,custar,,Multimídia_Center,,
39087,Multimídia_Center,em,,,
39088,em,custar,o,(,tel
39089,Multimídia_Center,em,,,
39090,Multimídia_Center,em,011_959-2650,,
39091,tel,Multimídia_Center,,,
39092,Multimídia_Center,em,,,
39093,custar,,,,
39094,dizer,,,,
39095,,,ele,",",no_entanto
39096,dizer,,,,
39097,dizer,,,,
39098,dizer,,,,
39099,refletir,dizer,,,
39100,lei,refletir,,,
39101,refletir,dizer,o,antitruste,aprovar
39102,lei,refletir,,,
39103,lei,refletir,por,,
39104,aprovar,lei,congresso,,
39105,congresso,por,,,
39106,por,aprovar,o,,
39107,dizer,,que,lei,clima
39108,clima,refletir,,,
39109,refletir,dizer,o,estar,
39110,viver,estar,,,
39111,país,estar,,,
39112,estar,clima,o,,
39113,clima,refletir,país,viver,
39114,estar,clima,que,em,
39115,viver,estar,fase,,
39116,fase,em,,,
39117,em,viver,esse,anteceder,
39118,anteceder,fase,,,
39119,fase,em,que,lançamento,
39120,lançamento,anteceder,,,
39121,anteceder,fase,o,de,
39122,lançamento,anteceder,real,,
39123,real,de,,,
39124,de,lançamento,o,,
39125,dizer,,,,
39126,dizer,,",",de,","
39127,Carlos_Mariani_Bittencourt,dizer,,,
39128,Carlos_Mariani_Bittencourt,dizer,grupo,,
39129,grupo,de,,,
39130,de,Carlos_Mariani_Bittencourt,o,petroquímico,Mariani
39131,grupo,de,,,
39132,grupo,de,,,
39133,Carlos_Mariani_Bittencourt,dizer,,,
39134,,,Carlos_Mariani_Bittencourt,«,ser
39135,dizer,,,,
39136,ser,dizer,,,
39137,ser,dizer,,,
39138,dizer,,que,definitivamente,necessário
39139,ser,dizer,,,
39140,lei,ser,,,
39141,ser,dizer,um,antitruste,
39142,lei,ser,,,
39143,ser,dizer,país,,
39144,país,em,,,
39145,em,ser,o,,
39146,dizer,,,,
39147,continuar,,declaração,,
39148,declaração,apesar_de,,,
39149,apesar_de,continuar,o,de,
39150,declaração,apesar_de,separatista,,
39151,separatista,de,,,
39152,de,declaração,o,,
39153,continuar,,,,
39154,governo,continuar,,,
39155,continuar,,o,britânico,
39156,governo,continuar,,,
39157,,,apesar_de,",",governo
39158,continuar,,a,,
39159,dispor,continuar,iniciar,,
39160,a,dispor,negociação,com,antes
39161,negociação,iniciar,,,
39162,iniciar,a,o,,
39163,iniciar,a,Sinn_Fein,,
39164,Sinn_Fein,com,,,
39165,com,iniciar,o,",",braço
39166,Sinn_Fein,com,,,
39167,Sinn_Fein,com,político,de,
39168,braço,Sinn_Fein,,,
39169,braço,Sinn_Fein,IRA,,
39170,IRA,de,,,
39171,de,braço,o,,
39172,Sinn_Fein,com,,,
39173,iniciar,a,de,,
39174,antes,iniciar,Natal,,
39175,Natal,de,,,
39176,de,antes,o,,
39177,continuar,,,,
39178,ministro,afirmar,,,
39179,afirmar,,o,britânico,para
39180,ministro,afirmar,,,
39181,ministro,afirmar,Irlanda_do_Norte,,
39182,Irlanda_do_Norte,para,,,
39183,para,ministro,o,",",Patrick_Mayhew
39184,Irlanda_do_Norte,para,,,
39185,Irlanda_do_Norte,para,,,
39186,Irlanda_do_Norte,para,,,
39187,,,ministro,ontem,em
39188,afirmar,,,,
39189,afirmar,,Belfast,,
39190,em,afirmar,,,
39191,ser,afirmar,,,
39192,cronograma,ser,,,
39193,ser,afirmar,o,de,
39194,cronograma,ser,processo,,
39195,processo,de,,,
39196,de,cronograma,o,de,
39197,processo,de,paz,,
39198,de,processo,,,
39199,afirmar,,que,cronograma,manter
39200,ser,afirmar,,,
39201,afirmar,,,,
39202,dizer,,,,
39203,,,Mayhew,poder,.
39204,poder,dizer,,,
39205,IRA,poder,,,
39206,poder,dizer,o,,
39207,dizer,,que,IRA,demonstrar
39208,poder,dizer,autorizar,devolver,
39209,autorizar,demonstrar,,,
39210,autorizar,demonstrar,,,
39211,autorizar,demonstrar,,,
39212,demonstrar,poder,que,realmente,não
39213,operação,autorizar,,,
39214,autorizar,demonstrar,o,de,
39215,operação,autorizar,Newry,,
39216,de,operação,,,
39217,demonstrar,poder,US$,,
39218,US$,devolver,,,
39219,devolver,demonstrar,o,mil,levar
39220,mil,US$,,,
39221,US$,devolver,210,,
39222,US$,devolver,durante,,
39223,levar,US$,assalto,,
39224,assalto,durante,,,
39225,durante,levar,o,,
39226,dizer,,,,
39227,querer,,,,
39228,querer,,,,
39229,,,Ciro,não,confirmar
39230,querer,,deixar,,
39231,deixar,confirmar,,,
39232,TR,deixar,,,
39233,deixar,confirmar,o,(,Taxa_Referencial
39234,TR,deixar,,,
39235,TR,deixar,,,
39236,TR,deixar,,,
39237,confirmar,querer,se,TR,de
39238,deixar,confirmar,,,
39239,deixar,confirmar,financiamento,,
39240,financiamento,corrigir,,,
39241,corrigir,deixar,esse,,
39242,querer,,,,
39243,,,--,perder,
39244,Ruth,,,,
39245,perder,Ruth,isso,,
39246,por,perder,,,
39247,Ruth,,por,eleição,.
39248,eleição,perder,,,
39249,perder,Ruth,o,,
39250,perder,Ruth,,,
39251,começar,,,,
39252,começar,,,,
39253,,,(,FHC,a
39254,começar,,,,
39255,começar,,,,
39256,começar,,,,
39257,começar,,,,
39258,,,amar,",",querido
39259,amar,saber,,,
39260,amar,saber,,,
39261,saber,,por_que,eu,tanto
39262,amar,saber,,,
39263,amar,saber,,,
39264,saber,,,,
39265,saber,,,,
39266,saber,,,,
39267,prever,,,,
39268,,,estudo,inflação,com
39269,prever,,de,,
39270,inflação,prever,%,,
39271,%,de,,,
39272,de,inflação,"2,3",,
39273,prever,,real,,
39274,real,com,,,
39275,com,prever,o,,
39276,estudo,estar,,,
39277,estar,,um,de,
39278,estudo,estar,Corecon,,
39279,Corecon,de,,,
39280,de,estudo,o,(,Conselho_Regional_de_Economia
39281,Corecon,de,,,
39282,Corecon,de,,,
39283,Corecon,de,,,
39284,Corecon,de,,,
39285,Corecon,de,Rio_de_Janeiro,,
39286,Rio_de_Janeiro,de,,,
39287,de,Corecon,o,,
39288,Corecon,de,,,
39289,Corecon,de,ontem,,
39290,divulgar,Corecon,,,
39291,Corecon,de,,,
39292,,,estudo,projetar,","
39293,estar,,em,inflação,
39294,estar,,,,
39295,projetar,estar,hipótese,,
39296,hipótese,em,,,
39297,em,projetar,o,de,
39298,hipótese,em,adoção,,
39299,de,hipótese,de,em,
39300,adoção,de,real,,
39301,real,de,,,
39302,de,adoção,o,,
39303,adoção,de,abril,,
39304,em,adoção,,,
39305,estar,,,,
39306,inflação,projetar,,,
39307,projetar,estar,um,de,
39308,inflação,projetar,%,,
39309,%,de,,,
39310,de,inflação,"2,3",,
39311,estar,,,,
39312,SPQ,resultar,,,
39313,resultar,,o,(,Sistema_de_Projeções_Qualificadas
39314,SPQ,resultar,,,
39315,SPQ,resultar,,,
39316,SPQ,resultar,,,
39317,,,SPQ,de,.
39318,resultar,,média,,
39319,média,de,,,
39320,de,resultar,o,de,
39321,média,de,opinião,,
39322,de,média,de,,
39323,opinião,de,economista,,
39324,economista,de,,,
39325,de,opinião,16,fazer,
39326,fazer,economista,,,
39327,economista,de,que,análise,
39328,fazer,economista,de,,
39329,análise,fazer,conjuntura,,
39330,de,análise,,,
39331,resultar,,,,
39332,minimizar,,,,
39333,,,Ciro,estimativa,em
39334,estimativa,minimizar,,,
39335,minimizar,,o,de,de
39336,estimativa,minimizar,inflação,,
39337,de,estimativa,,,
39338,estimativa,minimizar,%,,
39339,%,de,,,
39340,de,estimativa,3,,
39341,minimizar,,outubro,,
39342,em,minimizar,,,
39343,minimizar,,,,
39344,minimizar,,com,,
39345,de_acordo,minimizar,Fipe,,
39346,Fipe,com,,,
39347,com,de_acordo,o,,
39348,minimizar,,,,
39349,puxar,ser,presidente,,
39350,presidente,segundo,,,
39351,segundo,puxar,o,de,
39352,presidente,segundo,Corecon,,
39353,Corecon,de,,,
39354,de,presidente,o,",",Hélio_Portocarrero
39355,Corecon,de,,,
39356,Corecon,de,,,
39357,Corecon,de,,,
39358,inflação,ser,,,
39359,ser,,o,de,
39360,inflação,ser,real,,
39361,real,de,,,
39362,de,inflação,o,,
39363,puxar,ser,,,
39364,,,inflação,puxar,.
39365,ser,,segundo,não,por
39366,puxar,ser,oligopólio,,
39367,oligopólio,por,,,
39368,por,puxar,o,",",apontar
39369,oligopólio,por,,,
39370,oligopólio,por,por,como,em
39371,apontar,oligopólio,equipe,,
39372,equipe,por,,,
39373,por,apontar,o,econômico,de
39374,equipe,por,,,
39375,equipe,por,governo,,
39376,governo,de,,,
39377,de,equipe,o,,
39378,apontar,oligopólio,vilão,,
39379,vilão,como,,,
39380,vilão,como,,,
39381,como,apontar,o,principal,
39382,apontar,oligopólio,subida,,
39383,subida,em,,,
39384,em,apontar,o,de,após
39385,subida,em,preço,,
39386,de,subida,,,
39387,subida,em,implantação,,
39388,implantação,após,,,
39389,após,subida,o,de,
39390,implantação,após,URV,,
39391,URV,de,,,
39392,de,implantação,o,,
39393,ser,,,,
39394,impulsionar,ser,ele,,
39395,para,impulsionar,,,
39396,dever,,,,
39397,alta,dever,,,
39398,dever,,o,de,em
39399,alta,dever,preço,,
39400,de,alta,,,
39401,alta,dever,fase,,
39402,fase,em,,,
39403,em,alta,o,de,
39404,fase,em,moeda,,
39405,moeda,de,,,
39406,moeda,de,,,
39407,de,fase,o,novo,
39408,,,",",alta,ser
39409,dever,,impulsionar,,
39410,ser,dever,para,por,
39411,impulsionar,ser,setor,,
39412,setor,por,,,
39413,por,impulsionar,o,competitivo,como
39414,setor,por,,,
39415,setor,por,agrícola,,
39416,agrícola,como,,,
39417,como,setor,o,e,o
39418,agrícola,como,,,
39419,agrícola,como,de,,
39420,o,agrícola,serviço,,
39421,de,o,,,
39422,dever,,,,
39423,haver,,professor,,
39424,professor,segundo,,,
39425,segundo,haver,o,Vicente_Amato_Neto,","
39426,professor,segundo,,,
39427,professor,segundo,,,
39428,professor,segundo,,,
39429,haver,,,,
39430,haver,,,,
39431,,,segundo,",",«
39432,haver,,ouvir,,
39433,ouvir,informação,,,
39434,ouvir,informação,,,
39435,informação,haver,que,todo,","
39436,ouvir,informação,,,
39437,ouvir,informação,sentido,,
39438,sentido,em,,,
39439,em,ouvir,o,de,
39440,sentido,em,fazer,,
39441,de,sentido,estacionamento,,
39442,estacionamento,fazer,,,
39443,fazer,de,o,,
39444,haver,,,,
39445,haver,,,,
39446,ter,,,,
39447,ter,,,,
39448,,,Cedras,não,controle
39449,controle,ter,,,
39450,ter,,o,de,
39451,controle,ter,polícia,,
39452,polícia,de,,,
39453,de,controle,seu,,
39454,ter,,,,
39455,,,mudança,.,
39456,mudança,esperar,,,
39457,esperar,,um,de,de
39458,mudança,esperar,atitude,,
39459,de,mudança,,,
39460,mudança,esperar,polícia,,
39461,polícia,de,,,
39462,de,mudança,o,,
39463,esperar,,,,
39464,,,ocorrer,violação,.
39465,estar,,,,
39466,estar,,de,,
39467,violação,estar,direito,,
39468,direito,de,,,
39469,de,violação,o,humano,
39470,direito,de,,,
39471,estar,,,,
39472,tomar,dizer,,,
39473,sr._Cedras,tomar,,,
39474,tomar,dizer,o,,
39475,tomar,dizer,,,
39476,dizer,ir,se,sr._Cedras,não
39477,passo,tomar,,,
39478,tomar,dizer,o,apropriar,
39479,passo,tomar,,,
39480,ir,,,,
39481,ir,,,,
39482,,,",",nós,dizer
39483,ir,,tomar,em,dever
39484,dizer,ir,clima,,
39485,clima,em,,,
39486,em,dizer,um,de,
39487,clima,em,respeito,,
39488,de,clima,,,
39489,passo,dar,,,
39490,dar,dever,que,,
39491,dever,dizer,,,
39492,dizer,ir,ele,dar,
39493,dever,dizer,passo,,
39494,ir,,,,
39495,prever,dizer,,,
39496,Fipe,prever,,,
39497,Fipe,prever,,,
39498,prever,dizer,o,próprio,
39499,dizer,,«,Fipe,passar
39500,passar,prever,,,
39501,passar,prever,novembro,,
39502,em,passar,,,
39503,passar,prever,tudo,,
39504,isso,passar,,,
39505,prever,dizer,que,em,isso
39506,passar,prever,,,
39507,inflação,cair,,,
39508,cair,passar,o,,
39509,passar,prever,inflação,,
39510,prever,dizer,,,
39511,dizer,,,,
39512,,,prever,",",.
39513,dizer,,,,
39514,distribuir,ir,,,
39515,,,distribuir,",",.
39516,ir,,também,milhão,para
39517,milhão,distribuir,,,
39518,distribuir,ir,1,de,
39519,milhão,distribuir,cesta,,
39520,de,milhão,básico,,
39521,cesta,de,,,
39522,ir,,,,
39523,distribuir,ir,matar,,
39524,para,distribuir,fome,até,
39525,fome,matar,,,
39526,matar,para,o,de,
39527,fome,matar,população,,
39528,população,de,,,
39529,de,fome,o,,
39530,matar,para,transição,,
39531,transição,até,,,
39532,até,matar,o,para,
39533,transição,até,democracia,,
39534,democracia,para,,,
39535,para,transição,o,,
39536,ir,,,,
39537,derrotar,,,,
39538,,,Roma,Lazio,e
39539,derrotar,,,,
39540,derrotar,,,,
39541,fazer,derrotar,,,
39542,derrotar,,Batistuta,um,
39543,um,fazer,,,
39544,fazer,derrotar,mais,,
39545,Roma,vencer,,,
39546,vencer,,o,,
39547,,,Roma,ontem,Lazio
39548,vencer,,,,
39549,Lazio,vencer,,,
39550,vencer,,o,,
39551,vencer,,,,
39552,em,vencer,,,
39553,vencer,,também,capital,
39554,capital,em,,,
39555,em,vencer,o,italiano,
39556,capital,em,,,
39557,vencer,,,,
39558,vencer,,3,a,
39559,por,vencer,,,
39560,por,vencer,xx,,
39561,a,por,,,
39562,vencer,,,,
39563,vencer,,partida,,
39564,partida,em,,,
39565,em,vencer,o,importante,de
39566,importante,partida,,,
39567,partida,em,mais,e,empolgante
39568,importante,partida,,,
39569,importante,partida,,,
39570,partida,em,rodada,,
39571,rodada,de,,,
39572,rodada,de,,,
39573,rodada,de,,,
39574,de,partida,o,décimo,primeira
39575,rodada,de,Campeonato_Italiano,,
39576,Campeonato_Italiano,de,,,
39577,de,rodada,o,de,
39578,Campeonato_Italiano,de,1994/95,,
39579,de,Campeonato_Italiano,,,
39580,vencer,,,,
39581,colocar,,com,,
39582,animar,colocar,teste,,
39583,teste,com,,,
39584,com,animar,um,de,
39585,teste,com,vestiário,,
39586,de,teste,,,
39587,colocar,,,,
39588,tcheco,colocar,,,
39589,colocar,,o,Zdenek_Zeman,","
39590,tcheco,colocar,,,
39591,tcheco,colocar,,,
39592,tcheco,colocar,de,,
39593,técnico,tcheco,Lazio,,
39594,Lazio,de,,,
39595,de,técnico,o,,
39596,tcheco,colocar,,,
39597,,,animar,",",tcheco
39598,colocar,,campo,,
39599,em,colocar,,,
39600,atacante,colocar,,,
39601,colocar,,o,croata,Alan_Boksic
39602,atacante,colocar,,,
39603,atacante,colocar,",",estar,
39604,Alan_Boksic,atacante,,,
39605,volta,estar,,,
39606,estar,Alan_Boksic,cujo,a,
39607,volta,estar,time,,
39608,time,a,,,
39609,a,volta,o,,
39610,Alan_Boksic,atacante,volta,prever,
39611,estar,Alan_Boksic,para,,
39612,prever,estar,semana,,
39613,semana,para,,,
39614,semana,para,,,
39615,para,prever,o,próximo,
39616,colocar,,,,
39617,ficar,,mercado,,
39618,mercado,em,,,
39619,em,ficar,o,futuro,de
39620,mercado,em,,,
39621,mercado,em,índice,,
39622,índice,de,,,
39623,de,mercado,o,Bovespa,
39624,índice,de,,,
39625,ficar,,,,
39626,cotação,ficar,,,
39627,ficar,,o,para,
39628,cotação,ficar,maio,,
39629,para,cotação,,,
39630,,,em,",",cotação
39631,ficar,,ponto,,
39632,ponto,em,,,
39633,em,ficar,20.000,,
39634,ficar,,,,
39635,ficar,,rentabilidade,,
39636,projetar,ficar,de,,
39637,rentabilidade,projetar,%,,
39638,%,de,,,
39639,de,rentabilidade,"66,78",a,
39640,%,de,mês,,
39641,mês,a,,,
39642,a,%,o,,
39643,ficar,,,,
39644,ficar,,mercado,,
39645,mercado,em,,,
39646,em,ficar,o,futuro,de
39647,mercado,em,,,
39648,mercado,em,dólar,,
39649,de,mercado,,,
39650,ficar,,,,
39651,expectativa,ficar,,,
39652,ficar,,o,de,
39653,expectativa,ficar,desvalorização,,
39654,de,expectativa,cambial,para,
39655,desvalorização,de,,,
39656,desvalorização,de,abril,,
39657,para,desvalorização,,,
39658,,,em,",",expectativa
39659,ficar,,%,,
39660,%,em,,,
39661,em,ficar,"42,40",,
39662,ficar,,,,
39663,ficar,,%,,
39664,%,contra,,,
39665,contra,ficar,"42,53",em,
39666,%,contra,dia,,
39667,dia,em,,,
39668,em,%,o,anterior,
39669,dia,em,,,
39670,ficar,,,,
39671,maneira,virar,,,
39672,virar,,bom,,
39673,,,maneira,regra,em
39674,virar,,,,
39675,virar,,trabalho,,
39676,trabalho,em,,,
39677,em,virar,o,,
39678,ser,,norma,e,ser
39679,norma,conhecer,,,
39680,conhecer,ser,o,de,
39681,norma,conhecer,etiqueta,,
39682,de,norma,empresarial,,
39683,etiqueta,de,,,
39684,conhecer,ser,,,
39685,conhecer,ser,cordial,,
39686,cordial,ser,,,
39687,ser,conhecer,mais,,
39688,,,conhecer,requisito,
39689,ser,,para,,
39690,requisito,ser,sucesso,,
39691,sucesso,para,,,
39692,para,requisito,o,de,
39693,sucesso,para,executivo,,
39694,executivo,de,,,
39695,de,sucesso,o,,
39696,comportamento,estar,,,
39697,estar,,o,de,em
39698,comportamento,estar,pessoa,,
39699,pessoa,de,,,
39700,de,comportamento,o,,
39701,comportamento,estar,trabalho,,
39702,trabalho,em,,,
39703,em,comportamento,o,,
39704,,,comportamento,passar,.
39705,estar,,por,,
39706,passar,estar,alteração,,
39707,alteração,por,,,
39708,alteração,por,e,importante,
39709,novo,alteração,,,
39710,novo,alteração,,,
39711,por,passar,um,novo,
39712,estar,,,,
39713,ser,,participativo,",",time
39714,gestão,ser,,,
39715,gestão,ser,,,
39716,gestão,ser,de,,
39717,time,gestão,qualidade,,
39718,de,time,,,
39719,gestão,ser,,,
39720,conceito,gestão,,,
39721,gestão,ser,outro,,
39722,,,gestão,assimilar,.
39723,ser,,por,passar,
39724,assimilar,ser,empresa,,
39725,empresa,por,,,
39726,por,assimilar,o,,
39727,exigir,passar,em_que,,
39728,ao_mesmo_tempo,exigir,,,
39729,passar,assimilar,,,
39730,assimilar,ser,elas,a,exigir
39731,passar,assimilar,,,
39732,passar,assimilar,ao_mesmo_tempo,funcionário,
39733,exigir,passar,abrir,,
39734,abrir,funcionário,,,
39735,funcionário,exigir,mais,a,e
39736,abrir,funcionário,diálogo,,
39737,diálogo,a,,,
39738,a,abrir,o,,
39739,abrir,funcionário,,,
39740,abrir,funcionário,de,,
39741,ciente,abrir,importância,,
39742,importância,de,,,
39743,de,ciente,o,de,
39744,importância,de,cumprimento,,
39745,cumprimento,de,,,
39746,de,importância,o,de,
39747,cumprimento,de,regra,,
39748,regra,de,,,
39749,de,cumprimento,o,de,
39750,regra,de,maneira,,
39751,maneira,de,,,
39752,de,regra,bom,dentro_de,
39753,maneira,de,ambiente,,
39754,ambiente,dentro_de,,,
39755,dentro_de,maneira,o,de,
39756,ambiente,dentro_de,trabalho,,
39757,de,ambiente,,,
39758,ser,,,,
39759,notar,afirmar,,,
39760,empresa,notar,,,
39761,notar,afirmar,o,,
39762,afirmar,,«,empresa,ser
39763,ser,notar,,,
39764,imagem,ser,,,
39765,ser,notar,seu,,
39766,notar,afirmar,que,imagem,prejudicar
39767,prejudicar,ser,,,
39768,prejudicar,ser,,,
39769,ser,notar,o,grande,
39770,cometer,ser,,,
39771,funcionário,cometer,,,
39772,cometer,ser,um,,
39773,ser,notar,quando,funcionário,indelicadeza
39774,indelicadeza,cometer,,,
39775,cometer,ser,um,,
39776,cometer,ser,e,diante_de,
39777,em_público,cometer,,,
39778,em_público,cometer,cliente,,
39779,cliente,diante_de,,,
39780,diante_de,em_público,um,ou,subordinado
39781,cliente,diante_de,,,
39782,cliente,diante_de,,,
39783,notar,afirmar,,,
39784,afirmar,,,,
39785,,,notar,",",consultor
39786,consultor,afirmar,,,
39787,afirmar,,o,de,
39788,consultor,afirmar,marketing,,
39789,de,consultor,pessoal,Otto_Reiter,","
39790,marketing,de,,,
39791,marketing,de,,,
39792,marketing,de,,,
39793,marketing,de,,,
39794,afirmar,,,,
39795,oferecer,chegar,Estados_Unidos,,
39796,Estados_Unidos,em,,,
39797,em,oferecer,o,,
39798,chegar,,,,
39799,chegar,,e,empresa,
39800,universidade,chegar,,,
39801,empresa,universidade,,,
39802,universidade,chegar,algum,,
39803,,,",",universidade,a
39804,chegar,,,,
39805,chegar,,em,curso,em
39806,oferecer,chegar,de,,
39807,curso,oferecer,maneira,,
39808,maneira,de,,,
39809,de,curso,bom,,
39810,oferecer,chegar,negócio,,
39811,negócio,em,,,
39812,em,oferecer,o,,
39813,chegar,,,,
39814,depender,,Brasil,,
39815,Brasil,em,,,
39816,em,depender,o,,
39817,depender,,,,
39818,atitude,depender,,,
39819,depender,,esse,,
39820,depender,,,,
39821,,,em,",",atitude
39822,depender,,iniciativa,,
39823,iniciativa,de,,,
39824,de,depender,o,de,
39825,iniciativa,de,cada_um,,
39826,de,iniciativa,,,
39827,depender,,,,
39828,fazer,,,,
39829,fazer,,,,
39830,,,cada_um,ele,a_seu_modo
39831,fazer,,,,
39832,fazer,,,,
39833,fazer,,cinco,,
39834,cinco,de,,,
39835,de,fazer,o,,
39836,fazer,,,,
39837,fazer,,",",Immendorff,e
39838,Baselitz,fazer,,,
39839,Baselitz,fazer,,,
39840,Baselitz,fazer,,,
39841,Baselitz,fazer,,,
39842,,,de,",",Baselitz
39843,fazer,,,,
39844,fazer,,,,
39845,ter,,",",vir,","
39846,Kirkeby,ter,,,
39847,vir,Kirkeby,,,
39848,Kirkeby,ter,que,a,para
39849,vir,Kirkeby,Brasil,,
39850,Brasil,a,,,
39851,a,vir,o,,
39852,vir,Kirkeby,abertura,,
39853,abertura,para,,,
39854,para,vir,o,,
39855,Kirkeby,ter,,,
39856,ter,,,,
39857,,,Kirkeby,também,sala
39858,ter,,especial,,
39859,sala,ter,,,
39860,ter,,bienal,,
39861,bienal,em,,,
39862,bienal,em,,,
39863,em,ter,o,22ª,
39864,ter,,,,
39865,ter,,dia,,
39866,dia,a_partir_de,,,
39867,a_partir_de,ter,o,12,
39868,dia,a_partir_de,,,
39869,ter,,,,
39870,sugerir,,proposta,,
39871,proposta,além_de,,,
39872,além_de,sugerir,o,de,
39873,proposta,além_de,cassação,,
39874,cassação,de,,,
39875,de,proposta,18,,
39876,sugerir,,,,
39877,relatório,sugerir,,,
39878,sugerir,,o,final,de
39879,relatório,sugerir,,,
39880,relatório,sugerir,CPI,,
39881,CPI,de,,,
39882,de,relatório,o,,
39883,,,além_de,",",relatório
39884,ser,sugerir,,,
39885,ser,sugerir,de,,
39886,oito,ser,eles,,
39887,de,oito,,,
39888,sugerir,,que,oito,objeto
39889,ser,sugerir,de,,
39890,objeto,ser,processo,,
39891,de,objeto,criminal,,
39892,processo,de,,,
39893,sugerir,,,,
39894,,,em,Ricardo_Fiuza,.
39895,estar,,grupo,,
39896,grupo,em,,,
39897,em,estar,esse,,
39898,estar,,(,PFL-PE,)
39899,Ricardo_Fiuza,estar,,,
39900,Ricardo_Fiuza,estar,,,
39901,Ricardo_Fiuza,estar,,,
39902,Ricardo_Fiuza,estar,,,
39903,Ricardo_Fiuza,estar,(,sem,)
39904,João_Alves,Ricardo_Fiuza,,,
39905,João_Alves,Ricardo_Fiuza,partido,,
39906,sem,João_Alves,-,BA,
39907,partido,sem,,,
39908,partido,sem,,,
39909,João_Alves,Ricardo_Fiuza,,,
39910,Ricardo_Fiuza,estar,,,
39911,Ricardo_Fiuza,estar,(,PMDB-MA,)
39912,Cid_Carvalho,Ricardo_Fiuza,,,
39913,Cid_Carvalho,Ricardo_Fiuza,,,
39914,Cid_Carvalho,Ricardo_Fiuza,,,
39915,Ricardo_Fiuza,estar,,,
39916,Ricardo_Fiuza,estar,(,PMDB-MG,)
39917,José_Geraldo,Ricardo_Fiuza,,,
39918,José_Geraldo,Ricardo_Fiuza,,,
39919,José_Geraldo,Ricardo_Fiuza,,,
39920,Ricardo_Fiuza,estar,,,
39921,Ricardo_Fiuza,estar,(,PMDB-SP,)
39922,Manoel_Moreira,Ricardo_Fiuza,,,
39923,Manoel_Moreira,Ricardo_Fiuza,,,
39924,Manoel_Moreira,Ricardo_Fiuza,,,
39925,Ricardo_Fiuza,estar,,,
39926,Ricardo_Fiuza,estar,(,PTB-RJ,)
39927,Fábio_Raunheitti,Ricardo_Fiuza,,,
39928,Fábio_Raunheitti,Ricardo_Fiuza,,,
39929,Fábio_Raunheitti,Ricardo_Fiuza,,,
39930,Ricardo_Fiuza,estar,,,
39931,Ricardo_Fiuza,estar,(,PFL-AM,)
39932,Ézio_Ferreira,Ricardo_Fiuza,,,
39933,Ézio_Ferreira,Ricardo_Fiuza,,,
39934,Ézio_Ferreira,Ricardo_Fiuza,,,
39935,Ricardo_Fiuza,estar,,,
39936,Ricardo_Fiuza,estar,(,Pp-RJ,)
39937,Paulo_Portugal,Ricardo_Fiuza,,,
39938,Paulo_Portugal,Ricardo_Fiuza,,,
39939,Paulo_Portugal,Ricardo_Fiuza,,,
39940,estar,,,,
39941,avaliar,,isso,,
39942,além_de,avaliar,,,
39943,avaliar,,,,
